USPS	GEOID	ANSICODE	NAME	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                               
FL	12083	00306922	Marion County	4113994502	192281277	1588.422	74.24	29.202805	-82.0431                                                                                                                  
FL	12085	00308550	Martin County	1408493392	542089457	543.822	209.302	27.083604	-80.398201                                                                                                               
FL	12086	00295755	Miami-Dade County	4920741927	1267570928	1899.909	489.412	25.616009	-80.50375                                                                                                          
FL	12087	00295759	Monroe County	2546067521	11153842007	983.042	4306.523	25.58612	-81.022603                                                                                                             
FL	12089	00295730	Nassau County	1680075562	200050173	648.681	77.24	30.605963	-81.765087                                                                                                                 
FL	12091	00306915	Okaloosa County	2408338835	820571046	929.865	316.824	30.614325	-86.59108                                                                                                              
FL	12093	00295760	Okeechobee County	1992126184	317924583	769.164	122.751	27.385592	-80.887388                                                                                                           
FL	12095	00295750	Orange County	2338519047	260364621	902.907	100.527	28.514391	-81.323284                                                                                                               
FL	12097	00295748	Osceola County	3438318817	462145217	1327.542	178.435	28.059027	-81.139312                                                                                                             
FL	12099	00295761	Palm Beach County	5087510102	1084950939	1964.299	418.902	26.649126	-80.448354                                                                                                         
FL	12101	00295739	Pasco County	1933701245	694046690	746.606	267.973	28.309823	-82.511006                                                                                                                
FL	12103	00295745	Pinellas County	709086406	1535985822	273.78	593.047	27.905342	-82.798066                                                                                                              
FL	12105	00295747	Polk County	4656518803	550424838	1797.892	212.52	27.953649	-81.693534                                                                                                                 
FL	12107	00306910	Putnam County	1886452945	255262400	728.364	98.557	29.593896	-81.732039                                                                                                                
FL	12109	00308371	St. Johns County	1555651402	572113481	600.64	220.894	29.890487	-81.40004                                                                                                              
FL	12111	00308372	St. Lucie County	1480593673	300906587	571.66	116.181	27.379814	-80.443536                                                                                                             
FL	12113	00306914	Santa Rosa County	2622106398	543294939	1012.401	209.767	30.675348	-87.018919                                                                                                          
FL	12115	00295741	Sarasota County	1440049632	1086617983	556.006	419.546	27.225327	-82.423714                                                                                                            
FL	12117	00303665	Seminole County	801288992	93135088	309.379	35.96	28.690065	-81.131975                                                                                                                 
FL	12119	00295740	Sumter County	1442978468	58762672	557.137	22.688	28.715444	-82.069952                                                                                                                 
FL	12121	00295729	Suwannee County	1783430092	9505389	688.586	3.67	30.189244	-82.992754                                                                                                                  
FL	12123	00295728	Taylor County	2702230209	1213570846	1043.337	468.562	29.967146	-83.639573                                                                                                             
FL	12125	00306913	Union County	630804541	16049423	243.555	6.197	30.05428	-82.366918                                                                                                                     
FL	12127	00306921	Volusia County	2852382099	857613983	1101.311	331.127	29.057769	-81.161792                                                                                                             
FL	12129	00306912	Wakulla County	1570615734	804111188	606.418	310.469	30.091335	-84.359111                                                                                                              
FL	12131	00295727	Walton County	2689161751	961293452	1038.291	371.157	30.571247	-86.162798                                                                                                              
FL	12133	00295762	Washington County	1514305979	81008171	584.677	31.277	30.602102	-85.655805                                                                                                             
GA	13001	00349113	Appling County	1316372081	10379206	508.254	4.007	31.739712	-82.290103                                                                                                                 
GA	13003	00345784	Atkinson County	887636774	4701677	342.718	1.815	31.296806	-82.878151                                                                                                                  
GA	13005	00344784	Bacon County	735770219	4506310	284.082	1.74	31.55021	-82.451433                                                                                                                       
GA	13007	00342832	Baker County	885665381	18598653	341.957	7.181	31.31958	-84.454881                                                                                                                     
GA	13009	00345255	Baldwin County	670025212	24806035	258.698	9.578	33.05949	-83.255457                                                                                                                   
GA	13011	00349230	Banks County	602473937	4635947	232.616	1.79	34.351922	-83.498441                                                                                                                      
GA	13013	00356976	Barrow County	417082921	4909580	161.037	1.896	33.992009	-83.712303                                                                                                                    
GA	13015	00351604	Bartow County	1188568881	27370205	458.909	10.568	34.240917	-84.838188                                                                                                                 
GA	13017	00351606	Ben Hill County	647802123	9814374	250.118	3.789	31.740772	-83.147197                                                                                                                  
GA	13019	00326638	Berrien County	1174239566	11671125	453.376	4.506	31.288652	-83.22787                                                                                                                  
GA	13021	01672039	Bibb County	645898113	14305197	249.383	5.523	32.808845	-83.694194                                                                                                                     
GA	13023	00347451	Bleckley County	559122125	8425420	215.878	3.253	32.435403	-83.331717                                                                                                                  
GA	13025	00351605	Brantley County	1147972258	10291563	443.235	3.974	31.197334	-81.982978                                                                                                                
GA	13027	00345518	Brooks County	1277341275	11955761	493.184	4.616	30.822934	-83.581905                                                                                                                  
GA	13029	00350496	Bryan County	1133284235	43751265	437.564	16.892	32.017969	-81.438543                                                                                                                  
GA	13031	00350302	Bulloch County	1750735217	32827779	675.963	12.675	32.394481	-81.741618                                                                                                                
GA	13033	00347944	Burke County	2142023426	20571289	827.04	7.943	33.060181	-82.000164                                                                                                                    
GA	13035	00352295	Butts County	475754793	11269640	183.69	4.351	33.290355	-83.958221                                                                                                                     
GA	13037	00344074	Calhoun County	726191502	8271470	280.384	3.194	31.521279	-84.62629                                                                                                                    
GA	13039	01671316	Camden County	1632622505	392508756	630.359	151.548	30.913358	-81.642019                                                                                                               
GA	13043	00342852	Candler County	629520841	15018189	243.059	5.799	32.40395	-82.071266                                                                                                                   
GA	13045	00326650	Carroll County	1292752874	12024409	499.135	4.643	33.582237	-85.080527                                                                                                                 
GA	13047	00353230	Catoosa County	419998923	771159	162.162	0.298	34.900212	-85.139385                                                                                                                    
GA	13049	00357747	Charlton County	2020415648	5963237	780.087	2.302	30.779904	-82.139644                                                                                                                 
GA	13051	01694477	Chatham County	1121786258	509839331	433.124	196.85	31.980404	-81.085184                                                                                                               
GA	13053	00351012	Chattahoochee County	644225830	6277089	248.737	2.424	32.347445	-84.788021                                                                                                             
GA	13055	00352213	Chattooga County	811512398	570806	313.327	0.22	34.474178	-85.345289                                                                                                                   
GA	13057	01685718	Cherokee County	1090597336	34427735	421.082	13.293	34.244317	-84.475057                                                                                                               
GA	13059	01672699	Clarke County	308784927	4688313	119.223	1.81	33.952185	-83.367152                                                                                                                     
GA	13061	00344805	Clay County	506093894	56546964	195.404	21.833	31.619831	-84.992583                                                                                                                    
GA	13063	01672399	Clayton County	366879097	6962586	141.653	2.688	33.542686	-84.355573                                                                                                                   
GA	13065	00351285	Clinch County	2110829175	23303279	814.996	8.997	30.917653	-82.702614                                                                                                                  
GA	13067	01686112	Cobb County	880018853	12407739	339.777	4.791	33.939929	-84.574121                                                                                                                     
GA	13069	00347456	Coffee County	1533994969	26861152	592.279	10.371	31.549245	-82.84494                                                                                                                  
GA	13071	00343936	Colquitt County	1416812867	24875649	547.035	9.605	31.189707	-83.769773                                                                                                                
GA	13073	00348865	Columbia County	751598753	45345677	290.194	17.508	33.552075	-82.249608                                                                                                                
GA	13075	00343878	Cook County	591684405	12308449	228.451	4.752	31.152516	-83.429445                                                                                                                     
GA	13077	00326666	Coweta County	1142367433	12680737	441.071	4.896	33.352897	-84.762138                                                                                                                  
GA	13079	00342918	Crawford County	841524044	3986929	324.914	1.539	32.709428	-83.979187                                                                                                                  
GA	13081	00351607	Crisp County	706237950	21408088	272.68	8.266	31.920268	-83.75653                                                                                                                      
GA	13083	00347465	Dade County	450584680	488463	173.972	0.189	34.852424	-85.506201                                                                                                                       
GA	13085	00351312	Dawson County	546042258	9272655	210.828	3.58	34.442608	-84.173261                                                                                                                     
GA	13087	00352234	Decatur County	1546842840	67154651	597.239	25.929	30.880643	-84.58389                                                                                                                 
GA	13089	01687424	DeKalb County	693443927	8858826	267.74	3.42	33.770661	-84.226343                                                                                                                      
GA	13091	00348116	Dodge County	1284538002	18529136	495.963	7.154	32.164369	-83.167866                                                                                                                   
GA	13093	00351608	Dooly County	1016908646	12141885	392.631	4.688	32.151995	-83.807167                                                                                                                   
GA	13095	00351259	Dougherty County	851183381	15352851	328.644	5.928	31.532588	-84.20904                                                                                                                 
GA	13097	01686467	Douglas County	518302399	2423527	200.118	0.936	33.701242	-84.767314                                                                                                                   
GA	13099	00345041	Early County	1327626625	9702715	512.6	3.746	31.324191	-84.906723                                                                                                                      
GA	13101	00348092	Echols County	1088849471	809587	420.407	0.313	30.714008	-82.897376                                                                                                                    
GA	13103	00350219	Effingham County	1240161594	10552453	478.829	4.074	32.361688	-81.343355                                                                                                               
GA	13105	00347828	Elbert County	909352139	59863331	351.103	23.113	34.116415	-82.841892                                                                                                                  
GA	13107	00347508	Emanuel County	1762679431	24889123	680.574	9.61	32.5911	-82.299763                                                                                                                    
GA	13109	00345923	Evans County	473694905	10295112	182.895	3.975	32.153083	-81.890153                                                                                                                    
GA	13111	00351094	Fannin County	1002597521	13473582	387.105	5.202	34.866543	-84.317331                                                                                                                  
GA	13113	01687740	Fayette County	503905023	12814100	194.559	4.948	33.412717	-84.493941                                                                                                                  
GA	13115	00353665	Floyd County	1320404594	22414013	509.811	8.654	34.263692	-85.213685                                                                                                                   
GA	13117	01673358	Forsyth County	581757645	58447999	224.618	22.567	34.225143	-84.127408                                                                                                                 
GA	13119	00349324	Franklin County	676893233	12732649	261.35	4.916	34.375266	-83.227532                                                                                                                  
GA	13121	01694833	Fulton County	1364275258	19524189	526.75	7.538	33.790034	-84.468182                                                                                                                   
GA	13123	00351260	Gilmer County	1103886633	12283371	426.213	4.743	34.690506	-84.454624                                                                                                                  
GA	13125	00345642	Glascock County	372299245	1832723	143.746	0.708	33.227491	-82.606913                                                                                                                  
GA	13127	01671513	Glynn County	1086851231	429107116	419.636	165.679	31.21271	-81.49645                                                                                                                  
GA	13129	00356672	Gordon County	923182600	5729235	356.443	2.212	34.509667	-84.873862                                                                                                                    
GA	13131	00351261	Grady County	1177051415	15026665	454.462	5.802	30.875908	-84.24508                                                                                                                    
GA	13133	00348672	Greene County	1003664492	48417220	387.517	18.694	33.576704	-83.166625                                                                                                                 
GA	13135	01688166	Gwinnett County	1115664831	15600869	430.761	6.024	33.958756	-84.025735                                                                                                                
GA	13137	00351383	Habersham County	717083984	5669790	276.868	2.189	34.634392	-83.525875                                                                                                                 
GA	13139	01686953	Hall County	1017835152	93987564	392.988	36.289	34.317569	-83.8185                                                                                                                     
GA	13141	00348209	Hancock County	1220057418	17479620	471.067	6.749	33.26922	-83.000465                                                                                                                  
GA	13143	00350637	Haralson County	730804592	2616531	282.165	1.01	33.795165	-85.220063                                                                                                                   
GA	13145	00326700	Harris County	1201258333	23693367	463.808	9.148	32.731549	-84.912432                                                                                                                  
GA	13147	01687995	Hart County	601970613	63521436	232.422	24.526	34.348733	-82.96329                                                                                                                     
GA	13149	00347067	Heard County	766567357	13263789	295.973	5.121	33.291347	-85.137886                                                                                                                    
GA	13151	01671894	Henry County	825449019	20273034	318.708	7.827	33.452947	-84.154021                                                                                                                    
GA	13153	01671693	Houston County	973954137	9990192	376.046	3.857	32.458287	-83.662522                                                                                                                   
GA	13155	00352302	Irwin County	917795237	21756147	354.363	8.4	31.604306	-83.277037                                                                                                                      
GA	13157	00349570	Jackson County	879711035	8858770	339.658	3.42	34.130905	-83.562557                                                                                                                    
GA	13159	00346144	Jasper County	954167636	13100766	368.406	5.058	33.316981	-83.689151                                                                                                                   
GA	13161	01687999	Jeff Davis County	857075892	11600966	330.919	4.479	31.811615	-82.636825                                                                                                               
GA	13163	00345714	Jefferson County	1363771357	8059597	526.555	3.112	33.058176	-82.420004                                                                                                                
GA	13165	00342985	Jenkins County	899705947	13195935	347.378	5.095	32.794563	-81.971524                                                                                                                  
GA	13167	00346664	Johnson County	784815230	9256633	303.019	3.574	32.694584	-82.66397                                                                                                                    
GA	13169	00345367	Jones County	1020304152	3820256	393.942	1.475	33.021664	-83.562196                                                                                                                    
GA	13171	00326713	Lamar County	475264404	6044329	183.501	2.334	33.07444	-84.146689                                                                                                                      
GA	13173	00348102	Lanier County	509030778	8418857	196.538	3.251	31.038197	-83.063164                                                                                                                    
GA	13175	00346568	Laurens County	2090990041	28838468	807.336	11.135	32.39322	-82.926317                                                                                                                 
GA	13177	00343390	Lee County	921731096	15310679	355.882	5.911	31.818419	-84.146681                                                                                                                      
GA	13179	00357095	Liberty County	1337654103	222884791	516.471	86.056	31.807458	-81.457871                                                                                                               
GA	13181	01688000	Lincoln County	544884775	121513274	210.381	46.917	33.792151	-82.448299                                                                                                                
GA	13183	00326719	Long County	1037006566	8862019	400.39	3.422	31.749563	-81.74287                                                                                                                       
GA	13185	00326720	Lowndes County	1287842038	34542105	497.239	13.337	30.833145	-83.268995                                                                                                                
GA	13187	00357196	Lumpkin County	732820607	3275562	282.944	1.265	34.56814	-83.998925                                                                                                                    
GA	13189	00348794	McDuffie County	666590014	23114032	257.372	8.924	33.480613	-82.479533                                                                                                                 
GA	13191	00356886	McIntosh County	1117201522	369165150	431.354	142.535	31.485629	-81.372141                                                                                                             
GA	13193	00346957	Macon County	1037709945	13841916	400.662	5.344	32.362686	-84.051231                                                                                                                   
GA	13195	01688004	Madison County	731214552	8448220	282.324	3.262	34.128526	-83.203737                                                                                                                   
GA	13197	00344107	Marion County	947213841	3785944	365.721	1.462	32.359312	-84.528735                                                                                                                    
GA	13199	00346892	Meriwether County	1297342106	10832501	500.907	4.182	33.029267	-84.667058                                                                                                              
GA	13201	00344088	Miller County	731471756	3211332	282.423	1.24	31.162931	-84.730398                                                                                                                     
GA	13205	00343645	Mitchell County	1326483085	4314212	512.158	1.666	31.228997	-84.192038                                                                                                                 
GA	13207	00343073	Monroe County	1025872448	5643846	396.092	2.179	33.017404	-83.922837                                                                                                                   
GA	13209	00352276	Montgomery County	624563058	9191488	241.145	3.549	32.172108	-82.533349                                                                                                                
GA	13211	00346008	Morgan County	899791096	18672319	347.411	7.209	33.598696	-83.499435                                                                                                                   
GA	13213	01688005	Murray County	892235146	5719643	344.494	2.208	34.797097	-84.73799                                                                                                                     
GA	13215	00357428	Muscogee County	560731675	11683933	216.5	4.511	32.510197	-84.874946                                                                                                                   
GA	13217	01673547	Newton County	709148422	13974069	273.804	5.395	33.552751	-83.85136                                                                                                                    
GA	13219	00356774	Oconee County	477443088	5264894	184.342	2.033	33.834125	-83.437728                                                                                                                    
GA	13221	00351262	Oglethorpe County	1137165335	7708032	439.062	2.976	33.866806	-83.074081                                                                                                               
GA	13223	00349912	Paulding County	808983871	5212122	312.35	2.012	33.92103	-84.867169                                                                                                                    
GA	13225	00343153	Peach County	389234765	2678496	150.284	1.034	32.571324	-83.831978                                                                                                                     
GA	13227	01673011	Pickens County	601031041	1690669	232.059	0.653	34.456746	-84.490351                                                                                                                   
GA	13229	00349086	Pierce County	881777233	7183926	340.456	2.774	31.353998	-82.21037                                                                                                                     
GA	13231	00346482	Pike County	559660500	8595984	216.086	3.319	33.081149	-84.389462                                                                                                                      
GA	13233	00343585	Polk County	803767094	4673256	310.336	1.804	33.996015	-85.188338                                                                                                                      
GA	13235	00347593	Pulaski County	645583957	5046606	249.261	1.949	32.238803	-83.481845                                                                                                                   
GA	13237	00347246	Putnam County	892721731	41451859	344.682	16.005	33.32106	-83.37179                                                                                                                    
GA	13239	00350547	Quitman County	391703076	24158295	151.237	9.328	31.862938	-85.004798                                                                                                                  
GA	13241	00351489	Rabun County	958643875	17853952	370.134	6.893	34.883934	-83.40487                                                                                                                     
GA	13243	00352242	Randolph County	1109126227	6830041	428.236	2.637	31.762651	-84.752311                                                                                                                 
GA	13245	00358024	Richmond County	840036613	10995252	324.34	4.245	33.361486	-82.074998                                                                                                                  
GA	13247	00357592	Rockdale County	336226897	5900996	129.818	2.278	33.652081	-84.02637                                                                                                                   
GA	13249	00344129	Schley County	432291202	2369649	166.909	0.915	32.263444	-84.322708                                                                                                                    
GA	13251	00350204	Screven County	1672668617	26023811	645.821	10.048	32.744751	-81.617585                                                                                                                
GA	13253	00351263	Seminole County	615233530	49243434	237.543	19.013	30.93396	-84.867685                                                                                                                 
GA	13255	00353055	Spalding County	507561198	9375991	195.97	3.62	33.262348	-84.284905                                                                                                                    
GA	13257	00350028	Stephens County	463254407	13035162	178.864	5.033	34.553582	-83.290588                                                                                                                 
GA	13259	00347360	Stewart County	1188153054	12598484	458.748	4.864	32.073225	-84.834912                                                                                                                 
GA	13261	00343504	Sumter County	1250646286	25211441	482.877	9.734	32.042266	-84.204294                                                                                                                  
GA	13263	00326757	Talbot County	1013662778	8766848	391.377	3.385	32.704603	-84.530029                                                                                                                   
GA	13265	00347654	Taliaferro County	504029143	1917633	194.607	0.74	33.559319	-82.875272                                                                                                                 
GA	13267	00347445	Tattnall County	1245369512	19447412	480.84	7.509	32.043768	-82.059208                                                                                                                 
GA	13269	00344156	Taylor County	975613090	7801539	376.686	3.012	32.554667	-84.251426                                                                                                                    
GA	13271	00356958	Telfair County	1132621093	17356399	437.307	6.701	31.913641	-82.931063                                                                                                                 
GA	13273	00352238	Terrell County	869695791	4951325	335.791	1.912	31.777191	-84.439446                                                                                                                   
GA	13275	00343835	Thomas County	1410592607	19645695	544.633	7.585	30.864619	-83.919815                                                                                                                  
GA	13277	00344090	Tift County	675702302	20458311	260.89	7.899	31.457003	-83.525931                                                                                                                      
GA	13279	00345220	Toombs County	942788867	18076118	364.013	6.979	32.117753	-82.330597                                                                                                                   
GA	13281	00351252	Towns County	431178090	13754198	166.479	5.311	34.902529	-83.732264                                                                                                                    
GA	13283	00347505	Treutlen County	516524095	7810908	199.431	3.016	32.409586	-82.570882                                                                                                                  
GA	13285	01673298	Troup County	1072278217	82757751	414.009	31.953	33.034482	-85.02836                                                                                                                   
GA	13287	00343238	Turner County	739227758	11818093	285.417	4.563	31.7248	-83.620319                                                                                                                     
GA	13289	00345456	Twiggs County	930478093	8740237	359.26	3.375	32.665847	-83.425879                                                                                                                     
GA	13291	00353193	Union County	834197317	18082752	322.085	6.982	34.833333	-83.989257                                                                                                                    
GA	13293	00346759	Upson County	837774876	10585407	323.467	4.087	32.881837	-84.292283                                                                                                                    
GA	13295	00354216	Walker County	1156145203	1672676	446.39	0.646	34.735802	-85.305456                                                                                                                    
GA	13297	00351264	Walton County	846461358	8234412	326.821	3.179	33.783887	-83.731829                                                                                                                    
GA	13299	00357722	Ware County	2329020623	22655303	899.24	8.747	31.050881	-82.421507                                                                                                                     
GA	13301	00347777	Warren County	736483608	6034478	284.358	2.33	33.419169	-82.688012                                                                                                                     
GA	13303	00348428	Washington County	1757373959	15099021	678.526	5.83	32.971843	-82.798112                                                                                                               
GA	13305	00350608	Wayne County	1662287070	17768149	641.813	6.86	31.547845	-81.912376                                                                                                                    
GA	13307	00352287	Webster County	543010089	2338844	209.657	0.903	32.046691	-84.553828                                                                                                                   
GA	13309	00351278	Wheeler County	765314383	12377032	295.49	4.779	32.105258	-82.733849                                                                                                                   
GA	13311	00326781	White County	623524633	3917258	240.744	1.512	34.644182	-83.743                                                                                                                        
GA	13313	00353513	Whitfield County	752248663	1579031	290.445	0.61	34.801726	-84.968541                                                                                                                  
GA	13315	00345499	Wilcox County	978525378	11147628	377.811	4.304	31.96272	-83.438259                                                                                                                    
GA	13317	00351265	Wilkes County	1216001422	11896927	469.501	4.593	33.779031	-82.747921                                                                                                                  
GA	13319	00346824	Wilkinson County	1163459876	7084800	449.214	2.735	32.804266	-83.175512                                                                                                                
GA	13321	00343365	Worth County	1478137692	10471700	570.712	4.043	31.551773	-83.84996                                                                                                                    
HI	15001	00365280	Hawaii County	10433635373	2739472560	4028.449	1057.716	19.597764	-155.502443                                                                                                          
HI	15003	00365281	Honolulu County	1555612626	4054877012	600.625	1565.597	21.461365	-158.201974                                                                                                          
HI	15005	01702380	Kalawao County	31057603	105764468	11.991	40.836	21.218764	-156.97401                                                                                                                  
HI	15007	00365282	Kauai County	1605492716	1674243852	619.884	646.429	22.012038	-159.705965                                                                                                              
HI	15009	00365283	Maui County	3008348851	3203294213	1161.53	1236.799	20.855931	-156.60155                                                                                                               
ID	16001	00395066	Ada County	2724705225	22159206	1052.015	8.556	43.451477	-116.244376                                                                                                                   
ID	16003	00395067	Adams County	3529648934	17359846	1362.805	6.703	44.877004	-116.461624                                                                                                                 
ID	16005	00395091	Bannock County	2881336418	92076090	1112.49	35.551	42.692921	-112.228982                                                                                                               
ID	16007	00395090	Bear Lake County	2527123155	191364281	975.728	73.886	42.285892	-111.327517                                                                                                            
ID	16009	00395190	Benewah County	2012242914	18803193	776.931	7.26	47.218451	-116.633541                                                                                                                 
ID	16011	00400593	Bingham County	5422741967	68632371	2093.732	26.499	43.216357	-112.399206                                                                                                              
ID	16013	00395696	Blaine County	6831709646	44656616	2637.738	17.242	43.394192	-113.955371                                                                                                               
ID	16015	00395157	Boise County	4919826444	19104286	1899.556	7.376	43.987275	-115.71511                                                                                                                  
ID	16017	00395158	Bonner County	4489020246	478920605	1733.22	184.912	48.316796	-116.612362                                                                                                              
ID	16019	00395407	Bonneville County	4832868277	88859669	1865.981	34.309	43.395171	-111.621878                                                                                                           
ID	16021	00395159	Boundary County	3285862966	24278846	1268.679	9.374	48.773131	-116.524668                                                                                                              
ID	16023	00401703	Butte County	5792474008	5259978	2236.487	2.031	43.685101	-113.177631                                                                                                                  
ID	16025	00399408	Camas County	2782253888	11548054	1074.234	4.459	43.502552	-114.772135                                                                                                                 
ID	16027	00399406	Canyon County	1520451457	43117849	587.05	16.648	43.625796	-116.709058                                                                                                                 
ID	16029	00395406	Caribou County	4569240776	89216879	1764.194	34.447	42.786072	-111.544273                                                                                                              
ID	16031	00395698	Cassia County	6644897880	39158534	2565.61	15.119	42.282313	-113.626328                                                                                                                
ID	16033	00399755	Clark County	4566524477	2476453	1763.145	0.956	44.290218	-112.354613                                                                                                                  
ID	16035	00395697	Clearwater County	6364412864	79592497	2457.314	30.731	46.67257	-115.6535                                                                                                              
ID	16037	00399758	Custer County	12748378765	42527190	4922.177	16.42	44.273351	-114.252267                                                                                                               
ID	16039	00400252	Elmore County	7964417376	68330393	3075.079	26.383	43.394698	-115.471205                                                                                                               
ID	16041	00395585	Franklin County	1717211160	12153472	663.019	4.692	42.173609	-111.822965                                                                                                               
ID	16043	00395408	Fremont County	4827633110	83440652	1863.96	32.217	44.218091	-111.484429                                                                                                               
ID	16045	00395442	Gem County	1449796224	12491930	559.769	4.823	44.061473	-116.398784                                                                                                                    
ID	16047	00395441	Gooding County	1888935208	12470063	729.322	4.815	42.973185	-114.82142                                                                                                                 
ID	16049	00395699	Idaho County	21956620029	67533572	8477.499	26.075	45.849644	-115.467337                                                                                                               
ID	16051	00399751	Jefferson County	2832619466	31166194	1093.681	12.033	43.796965	-112.318588                                                                                                            
ID	16053	00395662	Jerome County	1547629731	12908802	597.543	4.984	42.691395	-114.262086                                                                                                                 
ID	16055	00395661	Kootenai County	3205837532	184443859	1237.781	71.214	47.675957	-116.695919                                                                                                            
ID	16057	00395613	Latah County	2786483032	2369979	1075.867	0.915	46.81892	-116.730974                                                                                                                   
ID	16059	00399754	Lemhi County	11819914566	14105634	4563.695	5.446	44.928506	-113.887042                                                                                                                
ID	16061	00395622	Lewis County	1240141960	2340247	478.822	0.904	46.236328	-116.42376                                                                                                                    
ID	16063	00395624	Lincoln County	3111517506	11588561	1201.364	4.474	42.990782	-114.153089                                                                                                               
ID	16065	00394803	Madison County	1215396268	10500951	469.267	4.054	43.788614	-111.656993                                                                                                                
